Ticket,Status,Category,Country,Time
2751432,pending,Software installation,Lithuania,27/02/2018 23:16
2751432,AttachmentAdded,Software installation,Lithuania,27/02/2018 23:16
2751432,Approved,Software installation,Lithuania,27/02/2018 23:34
2751432,InProgress,Software installation,Lithuania,27/02/2018 23:34
2751432,Dispatched,Software installation,Lithuania,27/02/2018 23:38
2751432,Update,Software installation,Lithuania,27/02/2018 23:39
2751432,AttachmentDeleted,Software installation,Lithuania,27/02/2018 23:39
2751432,ChangeUpdate,Software installation,Lithuania,28/02/2018 3:07
2751432,Update,Software installation,Lithuania,28/02/2018 3:40
2751432,AssigneeChange,Software installation,Lithuania,5/03/2018 3:02
2751432,ResolvedTimeChange,Software installation,Lithuania,5/03/2018 3:02
2751432,Resolved,Software installation,Lithuania,5/03/2018 3:02
2751432,ChangeUpdate,Software installation,Lithuania,5/03/2018 3:05
2751432,Closed,Software installation,Lithuania,13/03/2018 6:32
2751432,Closed,Software installation,Lithuania,13/03/2018 6:32
2751602,Open,Faults and Issues,Estonia,27/02/2018 23:32
2751602,PriorityChange,Faults and Issues,Estonia,27/02/2018 23:32
2751602,Assign,Faults and Issues,Estonia,27/02/2018 23:32
2751602,Approved,Faults and Issues,Estonia,27/02/2018 23:32
2751602,Dispatched,Faults and Issues,Estonia,27/02/2018 23:36
2751602,AssigneeChange,Faults and Issues,Estonia,1/03/2018 4:08
2751602,IncidentUpdate,Faults and Issues,Estonia,1/03/2018 4:08
2751602,IncidentUpdate,Faults and Issues,Estonia,5/03/2018 1:37
2751602,ResolvedTimeChange,Faults and Issues,Estonia,7/03/2018 0:02
2751602,Resolved,Faults and Issues,Estonia,7/03/2018 0:02
2751602,IncidentUpdate,Faults and Issues,Estonia,7/03/2018 0:03
2751602,Closed,Faults and Issues,Estonia,15/03/2018 17:51
2751602,Closed,Faults and Issues,Estonia,15/03/2018 17:51
2752065,Open,Faults and Issues,Estonia,28/02/2018 0:17
2752065,PriorityChange,Faults and Issues,Estonia,28/02/2018 0:17
2752065,Assign,Faults and Issues,Estonia,28/02/2018 0:17
2752065,Approved,Faults and Issues,Estonia,28/02/2018 0:17
2752065,Dispatched,Faults and Issues,Estonia,28/02/2018 0:20
2752065,AssigneeChange,Faults and Issues,Estonia,28/02/2018 3:45
2752065,IncidentUpdate,Faults and Issues,Estonia,28/02/2018 3:45
2752065,ResolvedTimeChange,Faults and Issues,Estonia,28/02/2018 4:03
2752065,Resolved,Faults and Issues,Estonia,28/02/2018 4:03
2752065,IncidentUpdate,Faults and Issues,Estonia,28/02/2018 4:04
2752065,Closed,Faults and Issues,Estonia,28/02/2018 4:42
2752065,Updatefromcustomer,Faults and Issues,Estonia,28/02/2018 4:42
2753220,Open,Software installation,Lithuania,28/02/2018 2:44
2753220,PriorityChange,Software installation,Lithuania,28/02/2018 2:44
2753220,Assign,Software installation,Lithuania,28/02/2018 2:44
2753220,pending,Software installation,Lithuania,28/02/2018 2:44
2753220,Approved,Software installation,Lithuania,6/03/2018 1:14
2753220,InProgress,Software installation,Lithuania,6/03/2018 1:14
2753220,Dispatched,Software installation,Lithuania,6/03/2018 1:17
2753220,ChangeUpdate,Software installation,Lithuania,6/03/2018 3:12
2753220,AssigneeChange,Software installation,Lithuania,7/03/2018 2:04
2753220,ResolvedTimeChange,Software installation,Lithuania,7/03/2018 2:04
2753220,Resolved,Software installation,Lithuania,7/03/2018 2:04
2753220,ChangeUpdate,Software installation,Lithuania,7/03/2018 2:06
2753220,Closed,Software installation,Lithuania,15/03/2018 6:29
2753220,Closed,Software installation,Lithuania,15/03/2018 6:29
2753666,Open,Software installation,Lithuania,28/02/2018 3:44
2753666,PriorityChange,Software installation,Lithuania,28/02/2018 3:44
2753666,Assign,Software installation,Lithuania,28/02/2018 3:44
2753666,pending,Software installation,Lithuania,28/02/2018 3:44
2753666,Approved,Software installation,Lithuania,28/02/2018 4:46
2753666,InProgress,Software installation,Lithuania,28/02/2018 4:46
2753666,Dispatched,Software installation,Lithuania,28/02/2018 4:48
2753666,ChangeUpdate,Software installation,Lithuania,28/02/2018 21:49
2753666,ChangeUpdate,Software installation,Lithuania,1/03/2018 5:20
2753666,ChangeUpdate,Software installation,Lithuania,1/03/2018 5:21
2753666,ChangeUpdate,Software installation,Lithuania,13/03/2018 4:33
2753666,ChangeUpdate,Software installation,Lithuania,20/03/2018 22:08
2753666,ChangeUpdate,Software installation,Lithuania,5/04/2018 1:48
2753666,AssigneeChange,Software installation,Lithuania,5/04/2018 23:05
2753666,ResolvedTimeChange,Software installation,Lithuania,5/04/2018 23:05
2753666,Resolved,Software installation,Lithuania,5/04/2018 23:05
2753666,ChangeUpdate,Software installation,Lithuania,5/04/2018 23:08
2753666,Closed,Software installation,Lithuania,14/04/2018 5:43
2753666,Closed,Software installation,Lithuania,14/04/2018 5:43
2753835,Open,Software installation,Estonia,28/02/2018 4:03
2753835,PriorityChange,Software installation,Estonia,28/02/2018 4:03
2753835,Assign,Software installation,Estonia,28/02/2018 4:03
2753835,pending,Software installation,Estonia,28/02/2018 4:03
2753835,Approved,Software installation,Estonia,28/02/2018 23:17
2753835,InProgress,Software installation,Estonia,28/02/2018 23:17
2753835,Dispatched,Software installation,Estonia,28/02/2018 23:20
2753835,ChangeUpdate,Software installation,Estonia,7/03/2018 23:16
2753835,ChangeUpdate,Software installation,Estonia,8/03/2018 3:41
2753835,ChangeUpdate,Software installation,Estonia,8/03/2018 23:42
2753835,ChangeUpdate,Software installation,Estonia,8/03/2018 23:42
2753835,ChangeUpdate,Software installation,Estonia,8/03/2018 23:42
2753835,ChangeUpdate,Software installation,Estonia,9/03/2018 1:03
2753835,ChangeUpdate,Software installation,Estonia,9/03/2018 1:06
2753835,ChangeUpdate,Software installation,Estonia,5/04/2018 7:07
2753835,ChangeUpdate,Software installation,Estonia,6/04/2018 8:57
2753835,ChangeUpdate,Software installation,Estonia,8/04/2018 21:19
2753835,ChangeUpdate,Software installation,Estonia,2/05/2018 7:12
2753835,ChangeUpdate,Software installation,Estonia,3/05/2018 23:51
2753835,ChangeUpdate,Software installation,Estonia,4/05/2018 0:04
2753835,ChangeUpdate,Software installation,Estonia,31/05/2018 7:09
2753835,ChangeUpdate,Software installation,Estonia,1/06/2018 0:56
2753835,ChangeUpdate,Software installation,Estonia,4/06/2018 0:32
2753835,ChangeUpdate,Software installation,Estonia,4/06/2018 3:20
2753835,ChangeUpdate,Software installation,Estonia,5/06/2018 0:07
2753835,AssigneeChange,Software installation,Estonia,5/06/2018 7:35
2753835,ResolvedTimeChange,Software installation,Estonia,5/06/2018 7:35
2753835,Resolved,Software installation,Estonia,5/06/2018 7:35
2753835,ChangeUpdate,Software installation,Estonia,5/06/2018 7:36
2753835,Closed,Software installation,Estonia,13/06/2018 19:24
2753835,Closed,Software installation,Estonia,13/06/2018 19:24
2753986,Open,Software installation,Estonia,28/02/2018 4:25
2753986,PriorityChange,Software installation,Estonia,28/02/2018 4:25
2753986,Assign,Software installation,Estonia,28/02/2018 4:25
2753986,pending,Software installation,Estonia,28/02/2018 4:25
2753986,Approved,Software installation,Estonia,28/02/2018 5:53
2753986,InProgress,Software installation,Estonia,28/02/2018 5:53
2753986,Dispatched,Software installation,Estonia,28/02/2018 5:55
2753986,ChangeUpdate,Software installation,Estonia,13/03/2018 2:56
2753986,ChangeUpdate,Software installation,Estonia,13/03/2018 22:33
2753986,ChangeUpdate,Software installation,Estonia,13/03/2018 22:36
2753986,ChangeUpdate,Software installation,Estonia,13/03/2018 22:36
2753986,ChangeUpdate,Software installation,Estonia,14/03/2018 22:06
2753986,ChangeUpdate,Software installation,Estonia,14/03/2018 22:19
2753986,ChangeUpdate,Software installation,Estonia,11/04/2018 21:48
2753986,ChangeUpdate,Software installation,Estonia,11/04/2018 23:18
2753986,ChangeUpdate,Software installation,Estonia,11/04/2018 23:27
2753986,ChangeUpdate,Software installation,Estonia,9/05/2018 7:13
2753986,ChangeUpdate,Software installation,Estonia,9/05/2018 22:18
2753986,ChangeUpdate,Software installation,Estonia,9/05/2018 22:20
2753986,ChangeUpdate,Software installation,Estonia,7/06/2018 7:08
2753986,ChangeUpdate,Software installation,Estonia,7/06/2018 23:43
2753986,ChangeUpdate,Software installation,Estonia,7/06/2018 23:52
2753986,ChangeUpdate,Software installation,Estonia,7/06/2018 23:54
2753986,ChangeUpdate,Software installation,Estonia,12/06/2018 7:08
2753986,ChangeUpdate,Software installation,Estonia,12/06/2018 23:43
2753986,ChangeUpdate,Software installation,Estonia,12/06/2018 23:43
2753986,ChangeUpdate,Software installation,Estonia,12/06/2018 23:48
2753986,ChangeUpdate,Software installation,Estonia,13/06/2018 22:33
2753986,ChangeUpdate,Software installation,Estonia,13/06/2018 22:39
2753986,ChangeUpdate,Software installation,Estonia,13/06/2018 23:28
2753986,ChangeUpdate,Software installation,Estonia,14/06/2018 3:47
2753986,ChangeUpdate,Software installation,Estonia,14/06/2018 4:01
2753986,ChangeUpdate,Software installation,Estonia,14/06/2018 4:01
2753986,ChangeUpdate,Software installation,Estonia,14/06/2018 5:03
2753986,ChangeUpdate,Software installation,Estonia,15/06/2018 2:11
2753986,ChangeUpdate,Software installation,Estonia,15/06/2018 2:15
2753986,ChangeUpdate,Software installation,Estonia,15/06/2018 7:14
2753986,ChangeUpdate,Software installation,Estonia,18/06/2018 0:16
2753986,ChangeUpdate,Software installation,Estonia,18/06/2018 4:51
2753986,AssigneeChange,Software installation,Estonia,18/06/2018 4:51
2753986,ResolvedTimeChange,Software installation,Estonia,18/06/2018 4:51
2753986,Resolved,Software installation,Estonia,18/06/2018 4:51
2753986,ChangeUpdate,Software installation,Estonia,18/06/2018 4:53
2753986,Closed,Software installation,Estonia,26/06/2018 6:07
2753986,Closed,Software installation,Estonia,26/06/2018 6:07
2755790,Open,Faults and Issues,Lithuania,28/02/2018 22:59
2755790,PriorityChange,Faults and Issues,Lithuania,28/02/2018 22:59
2755790,Assign,Faults and Issues,Lithuania,28/02/2018 22:59
2755790,Approved,Faults and Issues,Lithuania,28/02/2018 22:59
2755790,Dispatched,Faults and Issues,Lithuania,28/02/2018 23:02
2755790,AssigneeChange,Faults and Issues,Lithuania,1/03/2018 0:44
2755790,IncidentUpdate,Faults and Issues,Lithuania,1/03/2018 0:44
2755790,ResolvedTimeChange,Faults and Issues,Lithuania,1/03/2018 4:16
2755790,Resolved,Faults and Issues,Lithuania,1/03/2018 4:16
2755790,IncidentUpdate,Faults and Issues,Lithuania,1/03/2018 4:18
2755790,Closed,Faults and Issues,Lithuania,9/03/2018 17:48
2755790,Closed,Faults and Issues,Lithuania,9/03/2018 17:48
2755933,Open,Faults and Issues,Lithuania,28/02/2018 23:17
2755933,PriorityChange,Faults and Issues,Lithuania,28/02/2018 23:17
2755933,Assign,Faults and Issues,Lithuania,28/02/2018 23:17
2755933,Approved,Faults and Issues,Lithuania,28/02/2018 23:17
2755933,Dispatched,Faults and Issues,Lithuania,28/02/2018 23:19
2755933,AssigneeChange,Faults and Issues,Lithuania,1/03/2018 1:09
2755933,IncidentUpdate,Faults and Issues,Lithuania,1/03/2018 1:09
2755933,IncidentUpdate,Faults and Issues,Lithuania,4/03/2018 21:15
2755933,IncidentUpdate,Faults and Issues,Lithuania,5/03/2018 2:09
2755933,IncidentUpdate,Faults and Issues,Lithuania,8/03/2018 23:11
2755933,IncidentUpdate,Faults and Issues,Lithuania,8/03/2018 23:59
2755933,IncidentUpdate,Faults and Issues,Lithuania,9/03/2018 2:35
2755933,IncidentUpdate,Faults and Issues,Lithuania,9/03/2018 3:58
2755933,IncidentUpdate,Faults and Issues,Lithuania,13/03/2018 3:59
2755933,ResolvedTimeChange,Faults and Issues,Lithuania,14/03/2018 22:29
2755933,Resolved,Faults and Issues,Lithuania,14/03/2018 22:29
2755933,IncidentUpdate,Faults and Issues,Lithuania,14/03/2018 22:30
2755933,Closed,Faults and Issues,Lithuania,23/03/2018 17:44
2755933,Closed,Faults and Issues,Lithuania,23/03/2018 17:44
2756600,Open,Faults and Issues,Lithuania,1/03/2018 0:24
2756600,PriorityChange,Faults and Issues,Lithuania,1/03/2018 0:24
2756600,Assign,Faults and Issues,Lithuania,1/03/2018 0:24
2756600,Approved,Faults and Issues,Lithuania,1/03/2018 0:24
2756600,AttachmentAdded,Faults and Issues,Lithuania,1/03/2018 0:24
2756600,Update,Faults and Issues,Lithuania,1/03/2018 0:27
2756600,AttachmentDeleted,Faults and Issues,Lithuania,1/03/2018 0:27
2756600,Dispatched,Faults and Issues,Lithuania,1/03/2018 0:28
2756600,Update,Faults and Issues,Lithuania,1/03/2018 4:29
2756600,AssigneeChange,Faults and Issues,Lithuania,1/03/2018 23:23
2756600,IncidentUpdate,Faults and Issues,Lithuania,1/03/2018 23:23
2756600,IncidentUpdate,Faults and Issues,Lithuania,1/03/2018 23:53
2756600,ResolvedTimeChange,Faults and Issues,Lithuania,2/03/2018 4:41
2756600,Resolved,Faults and Issues,Lithuania,2/03/2018 4:41
2756600,Closed,Faults and Issues,Lithuania,10/03/2018 18:06
2756600,Closed,Faults and Issues,Lithuania,10/03/2018 18:06
2756630,Open,Faults and Issues,Lithuania,1/03/2018 0:27
2756630,PriorityChange,Faults and Issues,Lithuania,1/03/2018 0:27
2756630,Assign,Faults and Issues,Lithuania,1/03/2018 0:27
2756630,Approved,Faults and Issues,Lithuania,1/03/2018 0:27
2756630,Dispatched,Faults and Issues,Lithuania,1/03/2018 0:30
2756630,AssigneeChange,Faults and Issues,Lithuania,1/03/2018 0:31
2756630,IncidentUpdate,Faults and Issues,Lithuania,1/03/2018 0:31
2756630,ResolvedTimeChange,Faults and Issues,Lithuania,1/03/2018 1:27
2756630,Resolved,Faults and Issues,Lithuania,1/03/2018 1:27
2756630,IncidentUpdate,Faults and Issues,Lithuania,1/03/2018 1:28
2756630,Closed,Faults and Issues,Lithuania,9/03/2018 17:50
2756630,Closed,Faults and Issues,Lithuania,9/03/2018 17:50
2757403,Open,Software installation,Lithuania,1/03/2018 2:02
2757403,PriorityChange,Software installation,Lithuania,1/03/2018 2:02
2757403,Assign,Software installation,Lithuania,1/03/2018 2:02
2757403,pending,Software installation,Lithuania,1/03/2018 2:02
2757403,Approved,Software installation,Lithuania,1/03/2018 2:12
2757403,InProgress,Software installation,Lithuania,1/03/2018 2:12
2757403,Dispatched,Software installation,Lithuania,1/03/2018 2:15
2757403,IncidentUpdate,Software installation,Lithuania,1/03/2018 2:15
2757403,ChangeUpdate,Software installation,Lithuania,4/03/2018 20:58
2757403,ChangeUpdate,Software installation,Lithuania,4/03/2018 21:39
2757403,ChangeUpdate,Software installation,Lithuania,4/03/2018 22:26
2757403,ChangeUpdate,Software installation,Lithuania,4/03/2018 22:26
2757403,ChangeUpdate,Software installation,Lithuania,5/03/2018 0:34
2757403,ChangeUpdate,Software installation,Lithuania,6/03/2018 4:33
2757403,ChangeUpdate,Software installation,Lithuania,6/03/2018 4:35
2757403,ChangeUpdate,Software installation,Lithuania,6/03/2018 4:41
2757403,ChangeUpdate,Software installation,Lithuania,6/03/2018 23:34
2757403,ChangeUpdate,Software installation,Lithuania,12/03/2018 23:20
2757403,ChangeUpdate,Software installation,Lithuania,12/03/2018 23:30
2757403,ChangeUpdate,Software installation,Lithuania,14/03/2018 1:26
2757403,ChangeUpdate,Software installation,Lithuania,14/03/2018 1:34
2757403,ChangeUpdate,Software installation,Lithuania,14/03/2018 1:48
2757403,AssigneeChange,Software installation,Lithuania,14/03/2018 1:53
2757403,ResolvedTimeChange,Software installation,Lithuania,14/03/2018 1:53
2757403,Resolved,Software installation,Lithuania,14/03/2018 1:53
2757403,ChangeUpdate,Software installation,Lithuania,14/03/2018 1:56
2757403,Closed,Software installation,Lithuania,22/03/2018 6:21
2757403,Closed,Software installation,Lithuania,22/03/2018 6:21
2757548,Open,Software installation,Estonia,1/03/2018 2:23
2757548,PriorityChange,Software installation,Estonia,1/03/2018 2:23
2757548,Assign,Software installation,Estonia,1/03/2018 2:23
2757548,pending,Software installation,Estonia,1/03/2018 2:23
2757548,Approved,Software installation,Estonia,2/03/2018 3:01
2757548,InProgress,Software installation,Estonia,2/03/2018 3:01
2757548,Dispatched,Software installation,Estonia,2/03/2018 3:04
2757548,ChangeUpdate,Software installation,Estonia,7/03/2018 22:28
2757548,ChangeUpdate,Software installation,Estonia,8/03/2018 15:24
2757548,ChangeUpdate,Software installation,Estonia,14/03/2018 3:29
2757548,ChangeUpdate,Software installation,Estonia,15/03/2018 8:18
2757548,ChangeUpdate,Software installation,Estonia,16/03/2018 4:04
2757548,ChangeUpdate,Software installation,Estonia,18/03/2018 22:22
2757548,ChangeUpdate,Software installation,Estonia,18/03/2018 22:22
2757548,ChangeUpdate,Software installation,Estonia,18/03/2018 22:23
2757548,ChangeUpdate,Software installation,Estonia,20/03/2018 0:56
2757548,ChangeUpdate,Software installation,Estonia,20/03/2018 0:58
2757548,ChangeUpdate,Software installation,Estonia,15/04/2018 21:45
2757548,ChangeUpdate,Software installation,Estonia,16/04/2018 1:43
2757548,ChangeUpdate,Software installation,Estonia,16/04/2018 1:48
2757548,ChangeUpdate,Software installation,Estonia,17/04/2018 7:07
2757548,ChangeUpdate,Software installation,Estonia,17/04/2018 23:49
2757548,ChangeUpdate,Software installation,Estonia,17/04/2018 23:55
2757548,ChangeUpdate,Software installation,Estonia,18/04/2018 21:28
2757548,ChangeUpdate,Software installation,Estonia,18/04/2018 23:14
2757548,ChangeUpdate,Software installation,Estonia,18/04/2018 23:17
2757548,ChangeUpdate,Software installation,Estonia,14/05/2018 7:12
2757548,ChangeUpdate,Software installation,Estonia,14/05/2018 23:13
2757548,ChangeUpdate,Software installation,Estonia,14/05/2018 23:17
2757548,ChangeUpdate,Software installation,Estonia,15/05/2018 4:09
2757548,ChangeUpdate,Software installation,Estonia,15/05/2018 6:26
2757548,ChangeUpdate,Software installation,Estonia,16/05/2018 0:42
2757548,ChangeUpdate,Software installation,Estonia,16/05/2018 0:42
2757548,ChangeUpdate,Software installation,Estonia,17/05/2018 4:51
2757548,ChangeUpdate,Software installation,Estonia,8/06/2018 8:28
2757548,ChangeUpdate,Software installation,Estonia,8/06/2018 8:30
2757548,ChangeUpdate,Software installation,Estonia,11/06/2018 22:59
2757548,AssigneeChange,Software installation,Estonia,12/06/2018 0:23
2757548,ResolvedTimeChange,Software installation,Estonia,12/06/2018 0:23
2757548,Resolved,Software installation,Estonia,12/06/2018 0:23
2757548,ChangeUpdate,Software installation,Estonia,12/06/2018 0:25
2757548,Closed,Software installation,Estonia,20/06/2018 6:21
2757548,Closed,Software installation,Estonia,20/06/2018 6:21
2757580,Open,Faults and Issues,Estonia,1/03/2018 2:27
2757580,PriorityChange,Faults and Issues,Estonia,1/03/2018 2:27
2757580,Assign,Faults and Issues,Estonia,1/03/2018 2:27
2757580,Approved,Faults and Issues,Estonia,1/03/2018 2:27
2757580,Dispatched,Faults and Issues,Estonia,1/03/2018 2:29
2757580,AssigneeChange,Faults and Issues,Estonia,6/03/2018 21:10
2757580,IncidentUpdate,Faults and Issues,Estonia,6/03/2018 21:10
2757580,IncidentUpdate,Faults and Issues,Estonia,7/03/2018 23:02
2757580,IncidentUpdate,Faults and Issues,Estonia,16/03/2018 0:00
2757580,IncidentUpdate,Faults and Issues,Estonia,16/03/2018 0:03
2757580,IncidentUpdate,Faults and Issues,Estonia,16/03/2018 0:30
2757580,IncidentUpdate,Faults and Issues,Estonia,20/03/2018 4:29
2757580,ResolvedTimeChange,Faults and Issues,Estonia,20/03/2018 4:29
2757580,Resolved,Faults and Issues,Estonia,20/03/2018 4:29
2757580,IncidentUpdate,Faults and Issues,Estonia,20/03/2018 4:30
2757580,Closed,Faults and Issues,Estonia,28/03/2018 18:00
2757580,Closed,Faults and Issues,Estonia,28/03/2018 18:00
2757702,Open,Software installation,Latvia,1/03/2018 2:44
2757702,PriorityChange,Software installation,Latvia,1/03/2018 2:44
2757702,Assign,Software installation,Latvia,1/03/2018 2:44
2757702,pending,Software installation,Latvia,1/03/2018 2:44
2757702,Approved,Software installation,Latvia,11/03/2018 8:17
2757702,InProgress,Software installation,Latvia,11/03/2018 8:17
2757702,Dispatched,Software installation,Latvia,11/03/2018 8:18
2757702,ChangeUpdate,Software installation,Latvia,11/03/2018 23:18
2757702,ChangeUpdate,Software installation,Latvia,11/03/2018 23:25
2757702,ChangeUpdate,Software installation,Latvia,13/03/2018 0:36
2757702,ChangeUpdate,Software installation,Latvia,15/03/2018 6:46
2757702,AssigneeChange,Software installation,Latvia,19/03/2018 6:55
2757702,ResolvedTimeChange,Software installation,Latvia,19/03/2018 6:55
2757702,Resolved,Software installation,Latvia,19/03/2018 6:55
2757702,ChangeUpdate,Software installation,Latvia,19/03/2018 6:56
2757702,Closed,Software installation,Latvia,27/03/2018 18:22
2757702,Closed,Software installation,Latvia,27/03/2018 18:22
2757749,Open,Software installation,Lithuania,1/03/2018 2:48
2757749,PriorityChange,Software installation,Lithuania,1/03/2018 2:48
2757749,Assign,Software installation,Lithuania,1/03/2018 2:48
2757749,pending,Software installation,Lithuania,1/03/2018 2:48
2757749,AttachmentAdded,Software installation,Lithuania,1/03/2018 2:48
2757749,Approved,Software installation,Lithuania,1/03/2018 2:52
2757749,InProgress,Software installation,Lithuania,1/03/2018 2:52
2757749,Dispatched,Software installation,Lithuania,1/03/2018 2:55
2757749,Update,Software installation,Lithuania,1/03/2018 2:55
2757749,AttachmentDeleted,Software installation,Lithuania,1/03/2018 2:55
2757749,ChangeUpdate,Software installation,Lithuania,1/03/2018 3:29
2757749,ChangeUpdate,Software installation,Lithuania,1/03/2018 4:31
2757749,Update,Software installation,Lithuania,1/03/2018 6:55
2757749,ChangeUpdate,Software installation,Lithuania,2/03/2018 2:23
2757749,ChangeUpdate,Software installation,Lithuania,4/03/2018 20:44
2757749,ChangeUpdate,Software installation,Lithuania,4/03/2018 22:25
2757749,ChangeUpdate,Software installation,Lithuania,5/03/2018 2:23
2757749,ChangeUpdate,Software installation,Lithuania,5/03/2018 2:23
2757749,ChangeUpdate,Software installation,Lithuania,5/03/2018 20:55
2757749,AssigneeChange,Software installation,Lithuania,6/03/2018 0:54
2757749,ResolvedTimeChange,Software installation,Lithuania,6/03/2018 0:54
2757749,Resolved,Software installation,Lithuania,6/03/2018 0:54
2757749,ChangeUpdate,Software installation,Lithuania,6/03/2018 0:57
2757749,Closed,Software installation,Lithuania,14/03/2018 6:40
2757749,Closed,Software installation,Lithuania,14/03/2018 6:40
2757989,Open,Software installation,Latvia,1/03/2018 3:20
2757989,PriorityChange,Software installation,Latvia,1/03/2018 3:20
2757989,Assign,Software installation,Latvia,1/03/2018 3:20
2757989,pending,Software installation,Latvia,1/03/2018 3:20
2757989,Approved,Software installation,Latvia,1/03/2018 3:23
2757989,InProgress,Software installation,Latvia,1/03/2018 3:23
2757989,Dispatched,Software installation,Latvia,1/03/2018 3:25
2757989,ChangeUpdate,Software installation,Latvia,1/03/2018 4:22
2757989,ChangeUpdate,Software installation,Latvia,2/03/2018 1:26
2757989,ChangeUpdate,Software installation,Latvia,6/03/2018 1:56
2757989,ChangeUpdate,Software installation,Latvia,7/03/2018 2:35
2757989,AssigneeChange,Software installation,Latvia,8/03/2018 2:36
2757989,ResolvedTimeChange,Software installation,Latvia,8/03/2018 2:36
2757989,Resolved,Software installation,Latvia,8/03/2018 2:36
2757989,ChangeUpdate,Software installation,Latvia,8/03/2018 2:39
2757989,Closed,Software installation,Latvia,16/03/2018 6:19
2757989,Closed,Software installation,Latvia,16/03/2018 6:19
2758030,Open,Software installation,Lithuania,1/03/2018 3:24
2758030,PriorityChange,Software installation,Lithuania,1/03/2018 3:24
2758030,Assign,Software installation,Lithuania,1/03/2018 3:24
2758030,pending,Software installation,Lithuania,1/03/2018 3:24
2758030,Approved,Software installation,Lithuania,1/03/2018 3:35
2758030,InProgress,Software installation,Lithuania,1/03/2018 3:35
2758030,Dispatched,Software installation,Lithuania,1/03/2018 3:37
2758030,ChangeUpdate,Software installation,Lithuania,1/03/2018 3:59
2758030,AssigneeChange,Software installation,Lithuania,4/03/2018 23:09
2758030,ResolvedTimeChange,Software installation,Lithuania,4/03/2018 23:09
2758030,Resolved,Software installation,Lithuania,4/03/2018 23:09
2758030,ChangeUpdate,Software installation,Lithuania,4/03/2018 23:13
2758030,Closed,Software installation,Lithuania,13/03/2018 6:34
2758030,Closed,Software installation,Lithuania,13/03/2018 6:34
2758128,Open,Non-Standard Desktop ICT Hardware,Lithuania,1/03/2018 3:35
2758128,PriorityChange,Non-Standard Desktop ICT Hardware,Lithuania,1/03/2018 3:35
2758128,Assign,Non-Standard Desktop ICT Hardware,Lithuania,1/03/2018 3:35
2758128,pending,Non-Standard Desktop ICT Hardware,Lithuania,1/03/2018 3:35
2758128,Approved,Non-Standard Desktop ICT Hardware,Lithuania,1/03/2018 3:39
2758128,InProgress,Non-Standard Desktop ICT Hardware,Lithuania,1/03/2018 3:39
2758128,Dispatched,Non-Standard Desktop ICT Hardware,Lithuania,1/03/2018 3:41
2758128,ChangeUpdate,Non-Standard Desktop ICT Hardware,Lithuania,2/03/2018 0:59
2758128,ChangeUpdate,Non-Standard Desktop ICT Hardware,Lithuania,2/03/2018 2:18
2758128,ChangeUpdate,Non-Standard Desktop ICT Hardware,Lithuania,2/03/2018 2:22
2758128,ChangeUpdate,Non-Standard Desktop ICT Hardware,Lithuania,4/03/2018 21:06
2758128,ChangeUpdate,Non-Standard Desktop ICT Hardware,Lithuania,6/03/2018 4:37
2758128,ChangeUpdate,Non-Standard Desktop ICT Hardware,Lithuania,8/03/2018 23:18
2758128,ChangeUpdate,Non-Standard Desktop ICT Hardware,Lithuania,8/03/2018 23:34
2758128,ChangeUpdate,Non-Standard Desktop ICT Hardware,Lithuania,13/03/2018 20:58
2758128,ChangeUpdate,Non-Standard Desktop ICT Hardware,Lithuania,18/03/2018 22:00
2758128,ChangeUpdate,Non-Standard Desktop ICT Hardware,Lithuania,19/03/2018 0:42
2758128,ChangeUpdate,Non-Standard Desktop ICT Hardware,Lithuania,19/03/2018 3:36
2758128,ChangeUpdate,Non-Standard Desktop ICT Hardware,Lithuania,19/03/2018 21:53
2758128,ChangeUpdate,Non-Standard Desktop ICT Hardware,Lithuania,20/03/2018 23:17
2758128,AssigneeChange,Non-Standard Desktop ICT Hardware,Lithuania,22/03/2018 3:28
2758128,ResolvedTimeChange,Non-Standard Desktop ICT Hardware,Lithuania,22/03/2018 3:28
2758128,Resolved,Non-Standard Desktop ICT Hardware,Lithuania,22/03/2018 3:28
2758128,ChangeUpdate,Non-Standard Desktop ICT Hardware,Lithuania,22/03/2018 3:30
2758128,Closed,Non-Standard Desktop ICT Hardware,Lithuania,30/03/2018 6:05
2758128,Closed,Non-Standard Desktop ICT Hardware,Lithuania,30/03/2018 6:05
2758207,Open,Software installation,Lithuania,1/03/2018 3:45
2758207,PriorityChange,Software installation,Lithuania,1/03/2018 3:45
2758207,Assign,Software installation,Lithuania,1/03/2018 3:45
2758207,pending,Software installation,Lithuania,1/03/2018 3:45
2758207,Approved,Software installation,Lithuania,1/03/2018 5:16
2758207,InProgress,Software installation,Lithuania,1/03/2018 5:16
2758207,Dispatched,Software installation,Lithuania,1/03/2018 5:18
2758207,ChangeUpdate,Software installation,Lithuania,1/03/2018 21:19
2758207,ChangeUpdate,Software installation,Lithuania,4/03/2018 21:09
2758207,ChangeUpdate,Software installation,Lithuania,4/03/2018 23:52
2758207,ChangeUpdate,Software installation,Lithuania,9/03/2018 3:36
2758207,ChangeUpdate,Software installation,Lithuania,19/03/2018 3:13
2758207,ChangeUpdate,Software installation,Lithuania,19/03/2018 3:26
2758207,ChangeUpdate,Software installation,Lithuania,20/03/2018 4:48
